,movies_titles,directeur,scenaristes,pays,vedettes,synopsis,notes,budget
661,Mr. Woodcock,Craig Gillespie,"Michael Carnes, Josh Gilbert",USA,"Billy Bob Thornton, Seann William Scott, Susan Sarandon, Amy Poehler","Fatherless John Farley's youth frustration, even trauma, like many his school kids' in his Nebraska small town home, was the constant abuse and humiliation in sadistic Jasper Woodcock's gym class. After college, doting son John became a motivational bestseller author and returns during a book signing tour to receive the backwater's highest honor. To John's horror, his devoted mother Beverly announces her plans to marry the hated coach and he's to be celebrated on the same event as John. Only ridiculous fatso Nedderman and his strange brother try to help Farley stop Woodcock, but that keeps backfiring.",5.1,"$25,769,067"
662,,,,,,,,
663,Mr. Magorium's Wonder Emporium,Zach Helm,Zach Helm,"USA, Canada","Ted Ludzik, Natalie Portman, Zach Mills, Dustin Hoffman","Molly Mahoney is the manager of Mr. Magorium's Wonder Emporium, the awesome toy store owned by Mr. Edward Magorium. Molly was a promising composer and piano player when she was a girl, and now she is a twenty-three year-old insecure woman who feels stuck in her job. Among the costumers of the Emporium is the lonely hat collector, Eric Applebaum, who has only Molly and Mr. Magorium for friends. When the last pair of shoes that Mr. Magorium bought in Toscana is worn, he hires the accountant, Henry Weston to adjust the accounts of the Emporium. Furthermore, he claims that he is two hundred and forty-three years old and his time to go has come; he gives a block of wood called Congreve cube to Molly and asks Henry to transfer the Emporium to her name. Molly tries to convince Mr. Magorium to stay in his magical toy store instead of ""going"".",6.2,"$32,100,000"
664,E.M.P. 333 Days,Adriano Ferreri,"Adriano Ferreri, Adriano Ferreri",Canada,"Rosa Ferreri, Liam Davidson, Cheryl Jan Ellis, Martin Saunders","After an E.M.P. (Electro Magnetic Pulse) weapon is deployed, North America is forced to live in pre industrial conditions. Anything electrical is useless, sending the country into anarchy. ...",4.7,N/A
665,Music and Lyrics,Marc Lawrence,Marc Lawrence,USA,"Hugh Grant, Scott Porter, Nick Bacon, Andrew Wyatt","Cheery Alex Fletcher lives comfortably in Manhattan off the residuals from his 80's pop success and reprising his hits at school reunions, theme parks, and state fairs. But those gigs are declining, so he jumps at the chance to write a song and record it with reigning teen idol Cora Corman. Trouble is, he's good at melodies but needs a lyricist and has less than a week to finish. Enter Sophie Fisher, subbing for a friend who waters Alex's plants; she's a pretty good poet, quick witted, and could do it, if she'd agree. But there's some sort of shadow over her head that Alex may not be able to charm his way past. And what if they do get a song written, what then?",6.5,"$50,400,000"
666,Inside Room 334,N/A,N/A,USA,"Jamie Kuzma, Osmand Jaimes, Art Roberts",N/A,9.0,
667,Milk,Gus Van Sant,Dustin Lance Black,USA,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna","Using flashbacks from a statement recorded late in life and archival footage for atmosphere, this film traces Harvey Milk's career from his 40th birthday to his death. He leaves the closet and New York, opens a camera shop that becomes the salon for San Francisco's growing gay community, and organizes gays' purchasing power to build political alliances. He runs for office with lover Scott Smith as his campaign manager. Victory finally comes on the same day Dan White wins in the city's conservative district. The rest of the film sketches Milk's relationship with White and the 1978 fight against a statewide initiative to bar gays and their supporters from public school jobs.",7.5,"$31,716,847"
668,"Andrew Jenks, Room 335",Andrew Jenks,N/A,USA,"Bill Delarm, Andrew Jenks, Dotty Shepard, Tammy Signorile","At 19 years old, Andrew Jenks moved into an assisted living facility in Florida with two friends in order to document life there and to glean what lessons he could from the senior ...",7.8,N/A
669,Middle of Nowhere,John Stockwell,Michelle Morgan,USA,"Eva Amurri Martino, Anton Yelchin, Willa Holland, Susan Sarandon","Summer in a small southern town: Grace wants to go to college, but her feckless mom has poisoned that well (no student loans because mom has welshed on credit cards in Grace's name). Dorian wants to escape from his snobbish adoptive parents. They team up to sell marijuana - she hopes for enough to go to college. Both investigate family secrets, and things get complicated when Dorian falls for her, Grace falls for someone else, and Grace's 15-year-old sister behaves badly. Can Dorian find independence and Grace get to college? And what constitutes a family, anyway?",6.5,N/A
670,336 PEK,João Penalva,João Penalva,Brazil,Yuri Stepanov,N/A,N/A,N/A
671,Mr. Nice,Bernard Rose,"Bernard Rose (screenplay), Howard Marks (based on the book by)","UK, Spain","Rhys Ifans, Chloë Sevigny, David Thewlis, Luis Tosar","Mr Nice is the true life story of Howard Marks who was born into a coal mining family in South Wales in 1940's and then made it to Oxford University to study nuclear physics during the swinging sixties. With the help of fellow students, Marks built a worldwide marijuana smuggling network which became responsible for the majority of the drug smoked in the Western world during the 1970s and 1980s. Marks' adventures led him to have dealings with the CIA, PLO, IRA and the Mafia and he even became an MI6 agent himself for a period. Howard Marks is played by the brilliant Rhys Ivans, who won much acclaim for his portrayal of the folk hero.",6.4,N/A
672,337: The Cave,Mauricio Perez,Mauricio Perez,USA,"Teale Bossen, Peter Buitenhek, Arturo Medrano, Mauricio Perez","Inspired by AFI & the Clandestine, and December Underground mystery, and Plato's Allegory of the Cave What if the life you lived was an illusion? What you thought was real is really engaging you in an endless dance of lies and deception? Is your life real? Are you really here? For Alex, he is about learn the hard way what it means to live life in reality as he enters a world of horror and madness where everything he believed to be real is flipped upside down. Through the horrors of these events, Fate forces us to ask ourselves, is the life we live the reality in which life is capable of experiencing?",N/A,N/A
673,Machete,"Ethan Maniquis, Robert Rodriguez","Robert Rodriguez, Álvaro Rodríguez",USA,"Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal","The highly skilled Federale Machete is hired by some unsavory types to assassinate a senator. But just as he's about to take the shot, he notices someone aiming at him and realizes he's been set up. He barely survives the sniper's bullet, and is soon out for revenge on his former employers, with the reluctant assistance of his brother Cheech Marin, who has become a priest and taken a vow of nonviolence. If you hire him to take out the bad guys, make sure the bad guys aren't you!",6.6,"$26,200,000"
674,,,,,,,,
675,Marmaduke,Tom Dey,"Tim Rasmussen, Vince Di Meglio, Brad Anderson (comic), Phil Leeming (comic)",USA,"Owen Wilson, Emma Stone, George Lopez, Christopher Mintz-Plasse","Marmaduke, the world's most lovable Great Dane, leaps from comic strip fame (appearing in 600 newspapers in over 20 countries) to big screen stardom in this family comedy event. A suburban family moves to a new neighborhood in Orange County, California with their large yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way. But it's not all living large for the Duke, who finds that fitting in with his new four-legged friends - and a potential romantic interest - isn't always easy for a super-sized teenage dog. Owen Wilson gives the beloved Great Dane his voice in the film, which also features the voices of Fergie, George Lopez, Emma Stone and Kiefer Sutherland.",4.3,"$33,643,461"
676,,,,,,,,
677,Megamind,Tom McGrath,"Alan Schoolcraft, Brent Simons",USA,"Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill","After super-villain Megamind (Ferrell) kills his good-guy nemesis, Metro Man (Pitt), he becomes bored since there is no one left to fight. He creates a new foe, Tighten (Hill), who, instead of using his powers for good, sets out to destroy the world, positioning Megamind to save the day for the first time in his life.",7.2,"$148,244,405"
678,BLJZ 340,Michael Malko,Michael Malko,Canada,"Blair Benson, Nick Smyth, Marcus Thomas",N/A,N/A,N/A
679,Moneyball,Bennett Miller,"Steven Zaillian (screenplay), Aaron Sorkin (screenplay), Stan Chervin (story), Michael Lewis (book)",USA,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright","Oakland A's GM Billy Beane is handicapped with the lowest salary constraint in baseball. If he ever wants to win the World Series, Billy must find a competitive advantage. Billy is about to turn baseball on its ear when he uses statistical data to analyze and place value on the players he picks for the team.",7.6,"$75,605,492"
680,,,,,,,,
681,Machine Gun Preacher,Marc Forster,Jason Keller,USA,"Gerard Butler, Michelle Monaghan, Kathy Baker, Michael Shannon","In Pittsburgh, Pennsylvania, addicted gang biker Sam Childers is released from prison and learns that his wife Lynn is no longer a stripper but has converted to Christianity. One night, Sam and his best friend Donnie give a ride to a hitchhiker who threatens Donnie with a pocketknife; however Sam reacts and turns the tables on the stranger. Sam is affected by the incident and is convinced by Lynn and his mother Daisy to join their church, and he is baptized. Sam finds a straight job in construction. When he meets a preacher from Africa, he decides to visit the continent. Sam travels to Northern Uganda and South Sudan many times and builds an orphanage for the victims of the cruel Lord's Resistance Army (LRA). Further, he fights whenever necessary and becomes a legend known as The Machine Gun Preacher.",6.8,"$400,000"
682,Moreno 342,"Soledad Abot Glenz, Alejandro Fadel","Soledad Abot Glenz, Alejandro Fadel, Martín Mauregui",Argentina,"Soledad Abot Glenz, Alejandro Fadel, Luciano Moreno",N/A,N/A,N/A
683,Mr. Popper's Penguins,Mark Waters,"Sean Anders (screenplay), John Morris (screenplay), Jared Stern (screenplay), Richard Atwater (novel), Florence Atwater (novel)",USA,"Jim Carrey, Carla Gugino, Angela Lansbury, Ophelia Lovibond","Tom Popper grew up having very little interaction with his father who was off exploring the world. When he grows up he spends most of time on his work and ignores his children. One day his father sends him an unusual gift: a penguin. Popper can't help but wonder why his father would send him a penguin. He tries to get rid of it, but accidentally orders five more. When his children and ex-wife show up to celebrate his son's birthday, the kids are taken with the penguins. And Popper finally gets to connect with his kids while his work suffers.",6.0,"$68,100,000"
